year,selling_price,is_diesel,owner,is_automatic,km_driven,seats,mileage (kmpl),max_horse_power,is_individual_seller,engine_capacity_(cc)
2016,640000,1,1,0,70000,5,24.3,88.5,1,1248
2018,700000,0,1,0,28451,5,18.6,81.83,-1,1197
2019,1227000,0,1,1,5000,5,18,117.6,1,1497
2012,200000,1,1,0,67500,10,12.2,68,1,1948
2014,300000,0,2,0,30000,5,20.36,78.9,1,1197
2016,380000,1,2,0,90000,5,24,70,1,1120
2005,275000,0,2,0,96000,5,13.4,125,1,1794
2018,560000,1,1,0,50000,5,25.8,98.6,1,1498
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2018,955000,1,1,0,40000,7,24.52,88.5,1,1248
2016,730000,1,1,0,100000,5,24.3,88.5,1,1248
2016,720000,1,2,0,40000,5,24.3,88.5,1,1248
2012,225000,1,2,0,110000,5,20.8,65,1,1461
2016,550000,1,1,0,70000,5,20.14,88,1,1498
2019,650000,0,1,1,5621,5,22,81.8,-1,1197
2017,650000,1,1,0,60000,5,22.54,88.73,1,1396
2011,275000,1,4,0,125000,5,20.54,103.6,1,1598
2007,90000,0,4,0,110000,5,18.9,67,1,1061
2011,425000,1,2,0,60000,7,13.93,138.03,1,2179
2018,530000,0,1,0,65000,7,19.02,67.05,1,1198
2012,200000,0,1,0,29500,5,20.92,67.1,1,998
2014,455000,1,1,0,42312,5,24.4,71,-1,1120
2012,550000,1,1,0,93000,7,20.77,88.76,1,1248
2015,515000,0,1,0,36600,5,20.4,81.8,1,1197
2018,530000,0,1,0,52000,5,17.19,81.86,1,1197
2012,380000,0,2,0,112048,5,17.5,85.8,1,1298
2017,830000,1,1,0,35000,5,21.5,108.5,1,1497
2017,600000,0,1,0,24522,5,20.4,81.8,-1,1197
2018,540000,0,1,0,4000,5,18.9,81.86,1,1197
2016,620000,1,1,0,28180,5,23.65,88.5,-1,1248
2017,880000,1,1,0,46000,7,15.4,120,1,2179
2011,600000,1,3,0,50000,8,12.05,120,1,2179
2018,3975000,1,1,1,31800,5,17.01,188,-1,1968
2017,675000,1,1,0,127991,5,25.5,98.6,-1,1498
2019,5400000,1,1,1,7500,5,16.78,190,-1,1995
2013,500000,1,2,0,70000,7,15.96,62.1,1,2523
2010,229999,1,1,0,140000,5,18.4,75,1,1248
2006,125000,0,2,0,59000,5,18.9,67.1,1,998
2018,1525000,1,1,0,50000,7,17.6,153.86,1,2179
2016,280000,0,2,0,110000,5,18.5,85.8,1,1197
2010,140000,1,1,0,40000,5,16.6,70,1,1405
2017,900000,1,1,0,35000,5,23,98.96,1,1498
2018,850000,0,1,0,90000,5,17,121.36,1,1497
2010,305000,1,3,0,175000,5,17.8,75,1,1248
2011,300000,0,3,0,40000,5,19,67.1,1,998
2018,800000,0,1,1,25000,5,21.4,83.1,1,1197
2016,325000,0,1,0,50000,5,20.51,67.04,1,998
2014,600000,1,1,0,70000,7,15.96,62.1,1,2523
2012,360000,0,3,0,60000,5,15.04,103.6,1,1598
2017,450000,1,1,0,56290,5,24,73.97,-1,1186
2017,650000,0,1,0,40000,5,18.6,81.83,1,1197
2016,550000,0,1,0,56494,5,18.2,88.7,-1,1199
2010,730000,0,2,1,55000,5,12.3,163.2,1,1781
2017,950000,1,1,0,45000,5,21.38,88.7,1,1396
2008,120000,0,1,0,40000,5,18.2,64,1,1061
2015,550000,0,1,0,29434,5,20.73,91.1,1,1373
2017,670000,1,1,0,70000,5,24.3,88.5,1,1248
2017,370000,0,2,0,40000,5,18.16,86.8,1,1196
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
2013,600000,1,1,0,45000,7,15.96,62.1,1,2523
2013,475000,1,2,0,48000,5,21.7,98.96,-1,1498
2011,400000,1,1,0,100000,9,15.96,62.1,1,2523
2015,450000,1,1,0,25000,5,23.59,67.04,1,1364
2013,600000,1,3,0,120000,7,20.77,88.8,1,1248
2016,1000000,1,2,0,50000,5,26,98.6,1,1498
2011,320000,1,2,0,70000,5,21.9,90,1,1396
2013,480000,1,2,0,87452,5,22.77,98.59,-1,1498
2014,280000,1,3,0,185000,5,19.5,75,1,1248
2014,1380000,1,1,0,150000,7,13,168.5,1,2982
2014,445000,1,2,0,80000,5,23.4,74,1,1248
2018,670000,1,1,0,35000,5,22.71,84.8,1,1461
2012,380000,0,1,0,27500,5,18.5,82.9,1,1197
2016,610000,1,1,0,110000,5,24.3,88.5,1,1248
2010,1100000,1,1,1,102000,5,19.62,187.74,-1,1995
2009,180000,0,2,0,70000,5,14.2,92,1,1597
2014,487000,0,1,0,35000,5,19.1,85.8,1,1197
2014,1380000,1,1,0,150000,7,13,168.5,1,2982
2014,2200000,1,1,1,60000,5,17.68,174.33,1,1968
2013,500000,1,2,0,80000,7,13.7,138.1,1,2179
2014,450000,1,2,0,82000,5,20.45,83.8,1,1461
2017,2600000,1,1,1,70000,5,20.38,143,1,1968
2014,375000,0,1,0,80000,5,20.4,81.8,1,1197
2010,350000,0,3,0,110000,5,17,118,1,1497
1999,150000,1,2,0,198000,5,14.8,68,1,1998
2016,611000,1,1,0,77000,5,22.54,88.73,1,1396
2015,1100000,1,1,0,110000,7,16,140,1,2179
2012,220000,1,2,0,70000,5,23.2,73.94,1,1248
2017,500000,0,1,0,27500,5,18.9,81.86,1,1197
2015,1250000,1,1,0,90000,8,12.99,100.6,1,2494
2013,280000,1,1,0,70000,5,25,69,1,1396
2017,350000,0,1,0,34000,5,25.17,53.3,1,799
2014,250000,0,1,0,20000,5,21.1,55.2,1,814
2017,800000,1,1,0,55000,7,24.52,88.5,1,1248
2019,620000,0,1,0,13000,5,17.19,81.86,1,1197
2016,370000,0,2,0,58000,7,15.37,73,1,1196
2014,325000,1,2,0,90000,5,23.2,73.94,1,1248
2010,550000,1,1,0,216000,8,12.8,102,1,2494
2014,430000,1,2,0,80000,5,24,70,1,1120
2018,440000,0,1,0,20000,5,20.51,67.04,1,998
2018,500000,0,2,0,20000,5,18.9,81.86,1,1197
2016,300000,0,1,0,40800,5,21.1,55.2,1,814
2015,375000,0,1,0,30000,5,19.1,82,1,1197
2019,1000000,1,1,0,15000,5,22.1,88.7,1,1396
2018,1050000,1,1,0,15000,7,16,140,1,2179
2017,725000,0,1,1,6550,5,18.2,88.7,1,1199
2007,212000,1,2,0,58000,5,16.8,110,-1,1493
2011,250000,1,2,0,60000,5,21.1,73.9,1,1248
2003,65000,0,4,0,90000,4,16.1,37,1,796
2004,400000,1,1,0,93415,7,13.1,141,-1,2499
2017,570000,0,1,0,25272,5,21.01,81.8,-1,1197
2015,250000,1,2,0,155000,5,22.3,74,1,1248
2011,225000,0,1,0,20000,5,18.9,67.1,1,998
2009,305000,1,2,0,230000,9,13.58,72.4,1,2499
2011,350000,1,1,0,50000,5,23,90,1,1396
2020,675000,0,1,1,5000,5,20.7,81.86,1,1197
2019,5400000,1,1,1,7500,5,16.78,190,-1,1995
2017,415000,0,1,0,15000,5,17.57,88.7,1,1193
2015,375000,1,1,0,160000,5,24.4,71.01,1,1120
2016,240000,0,1,0,40000,5,16.8,34.2,1,796
2011,180000,0,2,0,80000,5,21.1,55.2,1,814
2010,150000,0,2,0,123278,5,20.36,78.9,1,1197
2013,300000,0,2,0,57000,5,20.51,67.04,1,998
2011,440000,1,2,1,90000,4,18.1,147.9,1,1991
2010,235000,1,1,0,50000,14,10.71,90,1,1948
2016,270000,0,3,0,100000,7,15.37,73,1,1196
2016,200000,1,2,0,110000,5,25,69,1,1396
2019,459999,0,1,0,35000,5,19.83,67,1,1198
2011,210000,0,1,0,46000,5,20.92,67.1,1,998
2011,196000,0,1,0,110000,5,18.9,67.1,1,998
2017,500000,0,1,0,20000,5,20.4,81.8,1,1197
2010,110000,0,2,0,80000,5,0,62.1,1,1086
2007,120000,0,2,0,110000,5,15.3,83,1,1341
2012,700000,1,2,0,60000,7,15.1,140,1,2179
2018,900000,0,1,0,25000,7,19.34,103,1,1462
2016,315000,0,2,0,60000,5,23.01,67,1,999
2014,560000,1,1,0,72000,5,26,98.6,-1,1498
2012,480000,1,2,0,55735,5,19.01,108.45,1,1461
2017,950000,1,1,0,61379,7,15.4,120,-1,2179
2007,300000,1,1,0,110000,7,10.5,120,1,2179
2017,590000,1,2,0,70000,5,25.8,98.6,1,1498
2016,700000,1,1,0,40000,5,22.54,88.73,1,1396
2014,969999,1,2,0,110000,7,12.99,100.6,1,2494
2017,700000,0,1,0,227000,7,17.5,91.1,1,1373
2007,125000,0,3,0,120000,5,15,104.68,1,1586
2018,570000,0,1,0,25000,5,18.6,81.83,1,1197
2017,430000,1,1,0,113000,5,25.83,99,1,1498
2005,130000,1,2,0,79000,5,13.1,82,1,1493
2007,80000,0,3,0,80000,5,15.3,65.3,1,1193
2012,625000,1,2,0,100000,5,23.4,74,1,1248
2015,287000,0,2,0,100000,5,19.81,68.05,1,1086
2003,100000,0,3,0,164000,5,19.7,46.3,1,796
2018,797000,1,1,0,60000,7,16.5,70,1,1493
2009,600000,1,1,0,220000,8,12.8,102,1,2494
2015,550000,1,1,0,45000,5,28.4,74,-1,1248
2018,660000,1,1,0,74250,7,21,74.96,-1,1498
2010,400000,1,1,0,100000,5,15,105,1,1896
2019,650000,0,1,1,5621,5,22,81.8,-1,1197
2017,750000,1,1,0,90000,5,24.3,88.5,1,1248
2012,250000,1,3,0,100000,5,19.3,73.9,1,1248
2015,180000,0,2,0,25000,5,16.8,34.2,1,796
2006,425000,1,3,0,270000,8,12.8,102,1,2494
2013,350000,1,2,0,70000,5,22.07,73.9,1,1199
2018,790000,1,1,1,16000,5,28.4,74,-1,1248
2011,215000,1,1,0,70000,5,23.03,69,1,1396
2019,811000,1,1,0,43000,5,22.54,88.76,1,1396
2011,280000,1,1,0,210000,5,22.9,74,1,1248
2014,650000,1,3,0,83000,5,22.32,126.32,1,1582
2010,225000,0,1,0,59549,5,19,67.1,-1,998
2011,250000,1,1,0,70000,5,19,90,1,1248
2014,391000,1,2,0,120000,5,20.14,88.8,1,1498
2010,400000,1,1,0,176062,5,17.8,75,1,1248
2019,650000,0,1,1,5621,5,22,81.8,-1,1197
2016,450000,1,2,0,100000,7,24.2,98.6,1,1498
2014,300000,0,1,0,100000,5,19.81,68.05,1,1086
2018,2800000,1,1,1,40000,7,16.25,148,1,1968
2015,1300000,1,1,0,40000,5,19.67,126.2,1,1582
2013,475000,1,1,0,77300,5,21.14,103.52,-1,1498
2009,160000,0,2,0,80000,5,18.9,67.1,1,998
2016,535000,1,1,0,50000,5,19.87,83.8,1,1461
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2014,400000,0,2,0,60000,5,18.9,82,1,1197
2012,175000,1,1,0,60000,5,22.3,74,1,1248
2016,400000,1,1,0,50000,6,25.32,77,1,1198
2019,869999,1,1,0,40000,5,23,98.96,1,1498
2014,350000,1,2,0,106000,5,20.8,65,1,1461
2017,780000,1,1,0,40000,5,24.3,88.5,1,1248
2015,800000,1,2,0,90000,5,25.1,98.6,1,1498
2009,295000,1,2,0,195000,10,14.8,80,1,2499
2014,465000,1,2,0,120000,5,23.4,74,1,1248
2012,450000,1,2,0,120000,9,12.05,120,1,2179
2015,1050000,1,1,0,70000,7,12.99,100.6,1,2494
2011,280000,1,1,0,120000,7,13.6,63,1,2523
2017,850000,1,1,0,40000,7,24.52,88.5,1,1248
2015,434999,0,2,0,50000,5,20.4,83.11,1,1197
2012,400000,1,1,0,100000,5,19.3,73.9,1,1248
2015,625000,1,1,0,90000,5,21.19,88.73,1,1396
2009,221000,1,2,0,100000,5,17.8,75,1,1248
2016,1000000,1,2,0,112000,7,15.4,120,-1,1997
2010,150000,0,3,0,170000,5,15.37,73,1,1196
2015,1000000,1,1,0,46000,7,24.5,98.6,1,1498
2011,450000,1,1,0,100000,5,22.32,126.3,1,1582
2005,95000,0,4,0,120000,5,15.3,83,1,1341
2016,2900000,1,1,1,31000,5,13,204,-1,2143
2009,475000,1,1,0,120000,7,12.05,120,1,2179
2012,290000,1,2,0,80000,5,20.5,103.5,1,1598
2011,229999,0,1,0,18500,5,18.5,85.8,1,1197
2015,480000,1,2,0,80000,5,22.1,74,1,1248
2016,190000,0,2,0,70000,8,16.8,34.2,1,796
2016,500000,0,1,0,50000,5,18.9,82,1,1197
2016,350000,0,2,0,70000,5,17.57,88.7,1,1193
2011,475000,1,1,0,108000,7,16,140,-1,2179
2016,550000,0,1,0,40000,5,18.6,81.83,1,1197
2018,1265000,1,1,0,12000,5,20.37,108.45,1,1461
2018,990000,1,1,0,15000,5,25.1,88.5,1,1248
2013,2000000,1,1,1,60000,5,16.2,235,1,2993
2016,650000,1,1,1,99000,5,21.66,103.52,-1,1498
2019,3800000,1,1,1,20000,5,18,190,1,1969
2017,725000,1,1,0,110000,5,22.54,88.73,1,1396
2018,775000,1,2,0,50000,7,18.49,100,1,1493
2016,350000,0,1,0,20000,5,20.51,67.04,1,998
2007,90000,1,3,0,90000,5,17.2,53.5,1,1396
2005,110000,0,1,0,110000,5,18.9,67.1,1,998
2012,200000,1,2,0,70000,5,25.44,57.6,1,936
2015,445000,1,1,0,40200,7,21,74.96,-1,1498
2010,160000,0,2,0,90000,5,15.6,70,1,1196
2015,550000,0,1,0,70000,5,18.6,81.83,1,1197
2015,550000,1,2,0,80000,7,15.96,62.1,1,2523
2016,515000,1,1,0,68609,5,22.7,89.84,-1,1498
2008,500000,1,2,0,219000,8,12.8,102,1,2494
2016,400000,1,2,0,35000,5,27.28,69,1,1047
2012,265000,1,2,0,130376,5,23.2,73.94,-1,1248
2010,175000,0,1,0,58000,5,19.7,46.3,1,796
2012,350000,1,1,0,140000,7,20.77,88.76,1,1248
2012,450000,1,1,0,100000,5,19.01,108.45,1,1461
2015,1300000,1,2,0,48000,5,19.67,126.2,1,1582
2018,450000,0,1,0,30000,5,18.9,81.86,1,1197
2014,360000,1,1,0,70000,5,25.2,74,1,1248
2017,10000000,0,1,1,30000,4,42,400,1,1969
2010,350000,1,2,0,190000,5,19.3,73.9,1,1248
2015,350000,0,1,0,50000,5,18.2,82.4,1,1199
2015,434999,0,2,0,90000,5,18.6,81.83,1,1197
2018,750000,1,1,0,5000,5,24.3,88.5,1,1248
2012,1680000,1,1,0,129627,7,11.5,171,-1,2982
2018,299000,0,1,0,33000,5,21.1,55.2,1,814
2003,100000,1,2,0,250000,5,18.7,66,1,1896
2017,350000,0,2,0,20000,5,21.1,55.2,1,814
2012,229999,0,1,0,110000,5,19.4,86.8,1,1198
2011,140000,1,4,0,70000,5,25.44,57.6,1,936
2018,950000,1,1,0,25000,5,25.1,88.5,1,1248
2018,1800000,1,1,1,20000,8,11.36,171.5,-1,2755
2016,550000,1,1,0,70000,9,15.96,63,1,2523
2014,630000,1,2,0,56000,5,25.1,98.6,1,1498
2019,570000,0,2,1,19000,5,20.89,81.8,1,1197
2018,790000,0,1,0,15000,5,17,108.5,1,1198
2016,770000,1,2,0,100000,7,24.52,88.5,1,1248
2008,450000,1,1,0,78000,7,15.4,120,-1,1997
2007,90177,1,3,0,129000,5,17,70,1,1405
2012,229999,1,1,0,186000,5,23.57,70,1,1396
2012,300000,0,2,0,85000,5,15.6,70,1,1196
2012,335000,0,1,0,45000,5,18.5,82.85,1,1197
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
2018,350000,0,2,0,10000,5,20.3,68.05,1,998
2015,480000,0,1,0,60000,5,18.6,81.83,1,1197
1995,55000,0,1,0,70000,4,16.1,37,1,796
2011,110000,0,1,0,110000,5,18.06,75,1,1198
2008,114999,0,2,0,80000,5,17.92,62.1,1,1086
2012,280000,0,1,0,65000,5,20.36,78.9,1,1197
2006,100000,0,2,0,120000,5,17.3,60,1,993
2015,400000,1,1,0,100000,5,23,88.7,1,1248
2014,380000,1,2,0,70000,5,23.4,74,1,1248
2012,425000,1,2,0,56000,5,22.9,74,1,1248
2018,780000,1,1,0,116000,5,23.59,67.05,1,1364
2011,390000,1,1,0,153000,5,22.32,126.32,1,1582
2018,746000,1,1,0,24000,5,24.4,98.63,1,1498
2017,650000,1,1,0,16200,5,24.3,88.5,1,1248
2011,250000,1,1,0,70000,5,19,90,1,1248
2017,600000,0,1,1,26634,5,21.21,81.8,-1,1197
2015,620000,1,1,0,33000,5,20.14,88.8,1,1498
2012,135000,0,1,0,70000,5,19.7,46.3,1,796
2013,375000,0,1,0,100000,5,15,105,1,1598
2011,70000,0,1,0,80000,4,26,35,1,624
2018,740000,1,1,0,38817,5,27.39,74,-1,1248
2008,215000,0,2,0,110000,5,17.7,78,1,1497
2015,500000,0,1,0,40000,5,18.9,82,1,1197
2018,1500000,1,1,1,20000,7,16,138,1,2179
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2013,750000,1,2,0,79328,7,12.99,100.6,-1,2494
2018,475000,0,1,0,40000,7,20.62,67,1,1198
2012,220000,0,1,0,13000,5,20.92,67.1,1,998
2018,500000,0,1,0,60000,6,18.15,82,1,1198
2019,5400000,1,1,1,7500,5,16.78,190,-1,1995
2015,1100000,0,1,0,50000,5,14.28,138.03,1,1798
2018,550000,1,1,0,50000,5,24,73.97,1,1186
2013,200000,0,1,0,90000,5,22.74,47.3,1,796
2011,260000,0,3,1,65000,5,12.6,103.3,1,1586
2020,1950000,1,1,1,2700,5,17.01,126.2,-1,1582
2015,475000,1,1,0,25000,5,22.95,74,1,1248
2017,4100000,0,1,1,17000,5,9.5,280,1,3604
2016,350000,0,1,0,25000,5,20.51,67.04,1,998
2014,750000,1,1,0,90000,7,15.1,140,1,2179
2015,1050000,1,1,0,120000,7,12.99,100.6,1,2494
2016,550000,1,1,0,50000,5,25.2,74,1,1248
2014,550000,0,1,0,37000,5,16.95,97.7,1,1498
2017,400000,0,2,0,32000,6,18.15,82,1,1198
2016,330000,0,2,0,80000,5,20.51,67.04,1,998
2017,450000,1,1,0,80000,5,27.28,69,1,1047
2006,150000,0,3,0,50000,5,14,64,1,1061
2018,1250000,1,1,0,12000,5,19.6,108.45,1,1461
2011,310000,1,1,0,5000,7,13.6,63,1,2523
2008,145000,0,2,0,120000,5,19.7,46.3,1,796
2013,200000,1,1,0,80000,5,22.1,76.9,1,1248
2018,650000,0,1,0,6000,6,18.15,82,1,1198
2012,320000,1,3,0,110000,5,19.01,108.45,1,1461
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
2013,190000,0,2,0,60000,5,22.74,47.3,1,796
2015,610000,1,2,0,50000,5,21.19,88.73,1,1396
2019,779000,0,1,1,7032,5,19,88.76,-1,1199
2011,200000,1,2,0,200000,5,17,71,1,1405
2013,325000,0,2,0,150000,5,18.6,85.8,1,1197
2010,315000,1,1,0,180000,5,19.3,73.9,1,1248
2014,570000,1,2,0,79000,7,20.77,88.76,1,1248
2016,750000,1,1,0,80000,5,24.3,88.5,1,1248
2014,550000,1,1,0,70000,7,15.96,62.1,1,2523
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2013,250000,1,1,0,25000,5,20,68.1,1,1399
2012,250000,1,2,0,118000,7,13.93,138.03,1,2179
2012,535000,1,1,0,120000,7,15.1,140,1,2179
2011,210000,1,1,0,100000,5,19.1,70,1,1405
2010,300000,1,1,0,100000,7,11.57,138.1,1,2179
2008,65000,0,3,0,100000,5,18,62,1,995
2010,190000,1,2,0,178000,5,20.4,91.7,1,1248
2017,270000,0,1,0,31100,5,22.7,53.64,-1,799
2008,130000,0,2,0,30000,5,19.81,68.05,1,1086
2013,680000,1,2,0,37500,7,20.77,88.8,1,1248
2014,600000,1,1,0,160000,5,25.1,98.6,1,1498
2018,2064000,1,1,0,24000,8,13.68,147.8,1,2393
2018,400000,0,1,0,17500,5,20.51,67.04,1,998
2019,625000,0,1,0,12500,5,18.6,81.86,1,1197
2013,750000,1,2,0,79328,7,12.99,100.6,-1,2494
2019,5500000,1,1,1,8500,5,16.78,190,-1,1995
2019,975000,1,1,0,30000,5,23,98.96,1,1498
2008,85000,0,2,0,25000,5,16.84,64.4,1,1193
2015,680000,0,1,1,64000,5,16.05,110.4,-1,1499
2015,575000,1,1,0,60000,5,22.54,88.73,1,1396
2015,599000,0,1,0,70000,7,16.02,93.7,1,1373
2017,420000,1,1,0,110000,5,24.7,69,1,1047
2017,650000,1,1,0,22200,5,22.54,88.73,1,1396
2011,300000,1,1,0,60000,5,20.3,75,1,1248
2009,270000,1,2,0,150000,7,13.6,63,1,2523
2012,525000,1,1,0,120000,5,22.54,88.73,1,1396
2012,450000,1,3,0,60000,5,22.32,126.32,1,1582
2014,300000,1,2,0,84000,5,20.14,88.5,1,1498
2014,475000,0,1,0,40000,5,19.1,85.8,1,1197
2014,500000,0,1,0,45000,5,19.1,85.8,1,1197
2019,270000,0,1,0,2300,5,22.7,53.64,1,799
2012,320000,0,1,0,40000,5,18.5,85.8,1,1197
2016,350000,1,2,0,49600,6,25.32,77,1,1198
2003,145000,0,3,0,65000,5,18.9,67.1,1,998
2018,850000,0,1,0,50000,5,17,108.5,1,1198
2007,200000,1,2,0,120000,7,13.93,138.1,1,2956
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
2019,5500000,1,1,1,8500,5,16.78,190,-1,1995
2011,120000,0,1,0,60000,5,18.6,79.4,1,1199
2016,550000,0,2,0,14000,5,18.6,81.83,1,1197
2019,700000,1,1,0,30000,5,28.4,74.02,1,1248
2010,150000,0,2,0,70000,5,18.9,67,1,1061
2016,350000,0,1,0,16500,5,20.63,67,1,1198
2017,925000,0,1,1,18000,5,15.6,116.3,-1,1497
2013,250000,0,1,0,90000,5,18.9,67.1,1,998
2012,380000,1,3,0,70000,5,19.3,73.9,1,1248
2017,600000,0,1,0,5000,5,20.14,81.86,1,1197
2007,185000,1,4,0,90000,5,17.8,75,1,1248
2015,600000,1,1,0,135000,5,22.77,98.59,1,1498
2019,1850000,1,1,0,14000,5,17.1,170,1,1956
2011,189000,1,2,0,70000,5,23.57,70,1,1396
2011,250000,1,2,0,100000,9,15.96,63,1,2523
2019,550000,0,1,0,15000,5,20.3,84,1,1199
2011,229999,1,2,0,40000,5,20,68,1,1399
2012,415000,1,1,0,108000,5,19.3,73.9,1,1248
2015,590000,1,2,0,40000,7,18.49,100,1,1493
2019,565000,0,1,0,7000,5,18.78,75,1,999
2017,350000,0,1,0,20000,5,21.1,55.2,1,814
2015,480000,0,1,0,43000,5,18.7,88.7,-1,1199
2014,465000,1,1,0,90000,5,23.4,74,1,1248
2008,270000,1,3,0,110000,7,14.4,120,1,2179
2016,425000,1,2,0,70000,6,25.32,77,1,1198
2013,195000,0,2,0,50000,5,17.92,62.1,1,1086
2018,700000,0,1,0,6000,5,18.6,81.83,1,1197
2013,225000,0,1,0,58343,5,21.79,67.05,-1,998
2013,850000,1,2,1,84000,5,16.96,138.03,1,1968
2016,645000,0,1,1,11000,5,14.3,103.5,-1,1598
2014,625000,1,1,0,90000,5,26,98.6,1,1498
2005,130000,0,2,0,50000,5,15.3,83,1,1341
2015,300000,0,1,0,40000,5,23.95,67.05,1,998
2005,200000,1,2,0,200000,5,13.1,82,1,1493
2018,740000,1,1,0,38817,5,27.39,74,-1,1248
2014,250000,0,1,0,25000,5,22.74,47.3,1,796
2013,450000,1,1,0,60000,7,18.2,73.8,1,1248
2011,140000,1,4,0,70000,5,25.44,57.6,1,936
2010,320000,1,2,0,135000,5,23,90,1,1396
2015,1200000,1,1,0,10000,7,15.1,140,1,2179
2016,1050000,1,1,0,80000,5,19.67,126.2,1,1582
2008,100000,0,2,0,195000,5,19.7,46.3,1,796
2014,600000,1,2,0,90000,9,13.58,72.4,1,2499
2012,440000,1,3,1,120000,8,11.79,120,1,2179
2013,350000,1,1,0,144000,5,21.9,88.8,1,1396
2013,750000,1,2,0,79328,7,12.99,100.6,-1,2494
2017,670000,1,1,0,70000,5,25.83,99,1,1498
2016,1000000,1,1,1,60000,5,22.15,108.6,1,1498
2009,142000,0,1,0,110000,5,20.36,78.9,1,1197
2018,535000,0,1,0,30000,5,20.3,84,1,1199
2019,5500000,1,1,1,8500,5,16.78,190,-1,1995
2019,5500000,1,1,1,8500,5,16.78,190,-1,1995
2003,58000,0,3,0,170000,5,17.3,60,1,993
2017,660000,1,1,0,80000,7,16.5,70,1,1493
2019,500000,0,1,0,10000,5,19.02,67.05,1,1198
2011,235000,0,1,0,60000,5,20.92,67.1,1,998
2016,1630000,1,2,1,40000,7,11.36,171.5,1,2755
2012,450000,1,1,0,80000,5,19.87,83.8,1,1461
2009,229999,1,2,0,90000,5,19.3,73.9,1,1248
2018,700000,1,1,0,35000,5,24,73.97,1,1186
2018,600000,0,1,1,69779,5,22,81.8,-1,1197
2018,580000,1,1,0,120000,5,23.4,74,1,1248
2015,760000,1,3,0,70000,5,25.1,98.6,1,1498
2018,2475000,1,1,1,2000,5,16.8,150,-1,1984
2008,250000,0,3,1,60000,5,20,108.5,1,1339
2019,5500000,1,1,1,8500,5,16.78,190,-1,1995
2016,500000,0,1,0,41000,5,18.7,88.7,1,1199
2018,850000,0,1,0,7800,5,17.5,88.7,1,1199
2019,760000,0,1,0,3000,5,21.01,81.8,1,1197
2014,225000,0,1,0,33000,5,20.63,67,1,1198
2018,671000,0,1,1,20000,5,18.6,98.63,1,1368
2018,575000,0,1,0,30000,5,20.3,68,1,1086
2015,440000,0,1,0,30000,5,20.4,81.8,1,1197
2002,140000,0,2,0,80000,5,18.9,67.1,1,998
2014,310000,0,2,0,35000,5,20.51,67.04,1,998
2012,540000,0,2,0,100000,5,16.8,116.3,1,1497
2007,120000,0,2,0,70000,5,18.9,67,1,1061
2014,570000,1,2,0,70000,5,25.2,74,1,1248
2016,925000,0,1,0,22000,5,17.8,117.3,1,1497
2017,409999,0,1,0,60000,5,23.84,84,1,1199
2015,575000,1,1,0,23000,5,23.9,126.2,1,1582
2016,285000,1,1,0,70000,5,27.62,47,1,793
2016,390000,1,2,0,42000,5,19.09,69.01,1,1405
2019,800000,0,1,0,35000,5,18.6,81.86,1,1197
2009,400000,0,2,1,100000,5,11.7,177.6,1,2354
2017,585000,0,1,0,50000,5,17.71,78.9,1,1197
2018,825000,1,1,0,82000,5,28.09,88.5,1,1248
2017,220000,0,1,0,40000,8,16.8,34.2,1,796
2015,330000,0,3,0,70000,5,23.1,67.04,1,998
2017,1500000,1,1,0,12000,5,17.1,170,1,1956
2017,625000,0,1,0,25538,5,16.78,88.73,-1,1496
2012,525000,0,2,0,70000,5,13.44,198.25,1,2359
2010,180000,0,2,0,53000,5,21.1,85.8,1,1197
2016,825000,1,1,0,33500,5,23.65,88.5,1,1248
2006,120000,0,2,0,44000,5,16.1,88.2,1,1298
2017,670000,1,1,0,48000,5,22.54,88.73,1,1396
2010,325000,1,2,0,86017,5,25.5,99.23,-1,1498
1996,40000,0,2,0,32000,4,16.1,37,1,796
2015,580000,1,1,0,90000,5,20.45,83.8,1,1461
2015,650000,1,1,0,100000,7,20.77,88.76,1,1248
2016,490000,0,1,0,26000,5,18.9,82,1,1197
2010,270000,1,4,0,100000,5,21.9,90,1,1396
2020,550000,1,1,0,60000,6,25.32,77,1,1198
2016,470000,0,1,0,10000,5,18.9,82,1,1197
2017,450000,1,2,0,40000,5,25.4,73.97,1,1186
2015,585000,0,1,0,33243,5,21.4,83.1,-1,1197
2012,725000,1,2,0,159000,7,12.8,102,1,2494
2012,250000,1,4,0,80000,7,15.3,83.8,1,2956
2018,430000,0,1,0,16589,5,20.51,67.04,-1,998
2019,1140000,1,1,1,10000,5,21.5,108.5,1,1497
2019,675000,1,1,0,25000,5,28.4,74.02,1,1248
2015,545000,1,1,0,180000,5,25.2,74,1,1248
2011,400000,1,3,0,475000,5,13.5,115,1,2179
2007,100000,0,3,0,60000,5,14.7,76,1,1150
2017,650000,1,3,0,78000,5,28.09,88.5,1,1248
